"ACQ_BRANCHES","ACQ_BRANCHES_HREF","ACQ_CERT","ACQ_CHARTAGENT","ACQ_CHARTER","ACQ_CLASS","ACQ_CLASS_TYPE","ACQ_CLASS_TYPE_DESC","ACQ_CLCODE","ACQ_CNTYNAME","ACQ_CNTYNUM","ACQ_FDICREGION","ACQ_FDICREGION_DESC","ACQ_INSAGENT1","ACQ_INSAGENT2","ACQ_INSTNAME","ACQ_LATITUDE","ACQ_LONGITUDE","ACQ_ORGTYPE_NUM","ACQ_ORG_EFF_DTE","ACQ_PADDR","ACQ_PADDR2","ACQ_PCITY","ACQ_PSTALP","ACQ_PSTNUM","ACQ_PZIP5","ACQ_PZIPREST","ACQ_REGAGENT","ACQ_TRUST","ACQ_UNINUM","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_INSAGENT1","FRM_LATITUDE","FRM_LONGITUDE","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSURED_COM_FLAG","INSURED_OTS_FLAG","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","OUT_CERT","OUT_CHARTAGENT","OUT_CHARTER","OUT_CLASS","OUT_CLASS_TYPE","OUT_CLASS_TYPE_DESC","OUT_CLCODE","OUT_CNTYNAME","OUT_CNTYNUM","OUT_FDICREGION","OUT_FDICREGION_DESC","OUT_INSAGENT1","OUT_INSAGENT2","OUT_INSTNAME","OUT_LATITUDE","OUT_LONGITUDE","OUT_ORGTYPE_NUM","OUT_PADDR","OUT_PADDR2","OUT_PCITY","OUT_PSTALP","OUT_PSTNUM","OUT_PZIP5","OUT_PZIPREST","OUT_REGAGENT","OUT_TRUST","OUT_UNINUM","PROCDATE","PROCYEAR","PSTALP","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","STNUM","SUR_CERT","SUR_CHANGECODE","SUR_CHANGECODE_DESC","SUR_CHARTAGENT","SUR_CHARTER","SUR_CLASS","SUR_CLASS_TYPE","SUR_CLASS_TYPE_DESC","SUR_CLCODE","SUR_CNTYNAME","SUR_CNTYNUM","SUR_FDICREGION","SUR_FDICREGION_DESC","SUR_INSAGENT1","SUR_INSAGENT2","SUR_INSTNAME","SUR_LATITUDE","SUR_LONGITUDE","SUR_MADDR","SUR_MADDR2","SUR_MCITY","SUR_MSTALP","SUR_MSTATE","SUR_MZIP5","SUR_ORGTYPE_NUM","SUR_PADDR","SUR_PADDR2","SUR_PCITY","SUR_PSTALP","SUR_PSTNUM","SUR_PZIP5","SUR_PZIPREST","SUR_REGAGENT","SUR_TRUST","TRANSNUM","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG"
"1","/history?filters=TRANSNUM:201800358 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","47508","NCUA","0","CU","N/A","N/A","92","Gwinnett","135","0","","NCUA","","Peach State Federal Credit Union","33.9567298112701","-83.9883699669343","140","2013-01-02T00:00:00","175 North Clayton Street","","Lawrenceville","GA","13","30046","0000","NCUA","","111903","0","N","42607","223","Merger -Without Assistance","Merged and became part of Peach State Federal Credit Union (47508) in Lawrenceville, GA. The successor institution was not FDIC-insured.","0","0","0","0","CU","0","N/A","N/A","2016-08-01T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","0","GA","0","NCUA","201800358_223_107002_111903_107002","NCUA","0","0","0","0","0","140","FI","N","42607","NCUA","0","CU","N/A","N/A","92","Richmond","245","","","NCUA","","RCT FEDERAL CREDIT UNION","33.4755702730245","-81.9668237473196","140","864 Broad Street Suite 105","","Augusta","GA","13","30901","0000","NCUA","","107002","2018-01-10T00:00:00","2018","GA","NCUA","0","0","223","13","47508","810","Participated in Absorbtion/Consolidation/Merger","NCUA","0","CU","N/A","N/A","92","Gwinnett","135","0","","NCUA","","Peach State Federal Credit Union","33.9567298112701","-83.9883699669343","2100 Riverside Parkway, Suite 101","","Lawrenceville","GA","Georgia","30043","140","175 North Clayton Street","","Lawrenceville","GA","13","30046","0000","NCUA","","201800358","0","0","0","0","0","107002","0","0"
"1","/history?filters=TRANSNUM:201800371 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","47508","NCUA","0","CU","N/A","N/A","92","Gwinnett","135","0","","NCUA","","Peach State Federal Credit Union","33.9567298112701","-83.9883699669343","140","2013-01-02T00:00:00","175 North Clayton Street","","Lawrenceville","GA","13","30046","0000","NCUA","","111903","0","N","40385","223","Merger -Without Assistance","Merged and became part of Peach State Federal Credit Union (47508) in Lawrenceville, GA. The successor institution was not FDIC-insured.","0","0","0","0","CU","0","N/A","N/A","2016-11-01T00:00:00","2016","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","0","SC","0","NCUA","201800371_223_104780_111903_104780","NCUA","0","0","0","0","0","140","FI","N","40385","STATE","0","CU","N/A","N/A","91","Aiken","3","","","NCUA","","BEECH ISLAND CREDIT UNION","33.4254929683063","-81.8895861651674","140","143 Old Jackson Highway","","Beech Island","SC","45","29842","0000","NCUA","","104780","2018-01-10T00:00:00","2018","GA","NCUA","0","1","223","13","47508","810","Participated in Absorbtion/Consolidation/Merger","NCUA","0","CU","N/A","N/A","92","Gwinnett","135","0","","NCUA","","Peach State Federal Credit Union","33.9567298112701","-83.9883699669343","2100 Riverside Parkway, Suite 101","","Lawrenceville","GA","Georgia","30043","140","175 North Clayton Street","","Lawrenceville","GA","13","30046","0000","NCUA","","201800371","0","0","0","0","0","104780","0","0"
"2","/history?filters=TRANSNUM:201800389 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","47508","NCUA","0","CU","N/A","N/A","92","Gwinnett","135","0","","NCUA","","Peach State Federal Credit Union","33.9567298112701","-83.9883699669343","140","2016-11-01T00:00:00","175 North Clayton Street","","Lawrenceville","GA","13","30046","0000","NCUA","","111903","0","N","51977","223","Merger -Without Assistance","Merged and became part of Peach State Federal Credit Union (47508) in Lawrenceville, GA. The successor institution was not FDIC-insured.","0","0","0","0","CU","0","N/A","N/A","2017-12-01T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","0","SC","0","NCUA","201800389_223_116372_111903_116372","NCUA","0","0","0","0","0","140","FI","N","51977","NCUA","0","CU","N/A","N/A","92","Greenwood","47","","","NCUA","","SOUTHEAST FEDERAL CREDIT UNION","34.3989924188354","-82.2446800442898","140","11 Mill Street","","Ware Shoals","SC","45","29692","0000","NCUA","","116372","2018-01-10T00:00:00","2018","GA","NCUA","0","1","223","13","47508","810","Participated in Absorbtion/Consolidation/Merger","NCUA","0","CU","N/A","N/A","92","Gwinnett","135","0","","NCUA","","Peach State Federal Credit Union","33.9567298112701","-83.9883699669343","2100 Riverside Parkway, Suite 101","","Lawrenceville","GA","Georgia","30043","140","175 North Clayton Street","","Lawrenceville","GA","13","30046","0000","NCUA","","201800389","0","0","0","0","0","116372","0","0"
"7","/history?filters=TRANSNUM:201800390 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","30903","STATE","0","NM","C","Commercial","21","Charles","17","2","NEW YORK","DIF","","Community Bank of the Chesapeake","38.625653","-76.909637","10","2016-04-16T00:00:00","3035 Leonardtown Road","","Waldorf","MD","24","20601","","FDIC","","43737","0","Y","32904","221","Absorbtion - Without Assistance","Merged and became part of Community Bank of the Chesapeake (30903) in Waldorf, MD. ","0","0","0","0","NM","0","C","Commercial","2018-01-01T00:00:00","2018","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MD","0","FDIC","201800390_221_45816_43737_45816","DIF","0","0","0","0","0","10","FI","N","32904","STATE","0","NM","C","Commercial","21","Charles","17","2","NEW YORK","DIF","","County First Bank","38.527706","-76.978465","10","202 Centennial Street","","LA Plata","MD","24","20646","0000","FDIC","","45816","2018-01-10T00:00:00","2018","MD","FDIC","0","0","221","24","30903","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","NM","C","Commercial","21","Charles","17","2","NEW YORK","DIF","","Community Bank of the Chesapeake","38.625653","-76.909637","P O Box 38","","Waldorf","MD","Maryland","20601","10","3035 Leonardtown Road","","Waldorf","MD","24","20601","","FDIC","","201800390","1","0","0","0","0","45816","0","0"
"2","/history?filters=TRANSNUM:201800413 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","33510","STATE","0","SI","S","Savings","41","Suffolk","25","2","NEW YORK","DIF","","East Boston Savings Bank","42.370572","-71.038969","115","2011-04-29T00:00:00","10 Meridian Street","","Boston","MA","25","02128","0000","FDIC","Limited","47258","0","Y","26715","221","Absorbtion - Without Assistance","Merged and became part of East Boston Savings Bank (33510) in Boston, MA. ","0","0","0","0","SI","0","S","Savings","2017-12-29T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","SI","S","Savings","DIF","0","0","0","MA","0","FDIC","201800413_221_35792_47258_35792","DIF","0","0","0","0","0","115","FI","N","26715","STATE","0","SI","S","Savings","41","Suffolk","25","2","NEW YORK","DIF","","Meetinghouse Bank","42.273715","-71.067675","135","2250 Dorchester Avenue","","Boston","MA","25","02124","0000","FDIC","","35792","2018-01-11T00:00:00","2018","MA","FDIC","0","0","221","25","33510","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","SI","S","Savings","41","Suffolk","25","2","NEW YORK","DIF","","East Boston Savings Bank","42.370572","-71.038969","10 Meridian Street","","Boston","MA","Massachusetts","02128","115","10 Meridian Street","","Boston","MA","25","02128","0000","FDIC","Limited","201800413","0","0","0","0","1","35792","0","0"
"2","/history?filters=TRANSNUM:201800535 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","8511","STATE","0","NM","C","Commercial","21","Crawford","47","11","KANSAS CITY","DIF","","Crawford County Trust and Savings Bank","42.017345","-95.355338","10","2006-03-31T00:00:00","21 North Main Street","","Denison","IA","19","51442","0000","FDIC","Full*","5421","0","Y","4471","223","Merger -Without Assistance","Merged and became part of Crawford County Trust and Savings Bank (8511) in Denison, IA. ","0","0","0","0","NM","0","C","Commercial","2018-01-01T00:00:00","2018","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","IA","19","FDIC","201800535_223_2953_5421_2953","DIF","0","0","0","0","0","10","FI","N","4471","STATE","0","NM","C","Commercial","21","Audubon","9","11","KANSAS CITY","DIF","","Landmands Bank","41.716926","-94.931812","10","201 South Division Street","","Audubon","IA","19","50025","0000","FDIC","","2953","2018-01-12T00:00:00","2018","IA","FDIC","0","0","223","19","8511","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","NM","C","Commercial","21","Crawford","47","11","KANSAS CITY","DIF","","Crawford County Trust and Savings Bank","42.017345","-95.355338","21 North Main Street","","Denison","IA","Iowa","51442","10","21 North Main Street","","Denison","IA","19","51442","0000","FDIC","Full*","201800535","1","0","0","0","0","2953","0","0"
"1","/history?filters=TRANSNUM:201800575 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","29012","STATE","0","NM","C","Commercial","21","Thurston","67","14","SAN FRANCISCO","DIF","","Heritage Bank","47.043963","-122.903154","10","2014-05-01T00:00:00","201 5th Avenue, S.W.","","Olympia","WA","53","98501","0000","FDIC","Full","41846","0","Y","57955","223","Merger -Without Assistance","Merged and became part of Heritage Bank (29012) in Olympia, WA. ","0","0","0","0","NM","0","C","Commercial","2018-01-16T00:00:00","2018","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","WA","53","FDIC","201800575_223_432602_41846_432602","DIF","0","0","0","0","0","10","FI","N","57955","STATE","0","NM","C","Commercial","21","King","33","14","SAN FRANCISCO","DIF","","Puget Sound Bank","47.617519","-122.200346","10","10500 N.E. 8th Street","","Bellevue","WA","53","98004","0000","FDIC","","432602","2018-01-17T00:00:00","2018","WA","FDIC","0","0","223","53","29012","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","NM","C","Commercial","21","Thurston","67","14","SAN FRANCISCO","DIF","","Heritage Bank","47.043963","-122.903154","P.O. Box 1578","","Olympia","WA","Washington","98507","10","201 5th Avenue, S.W.","","Olympia","WA","53","98501","0000","FDIC","Full","201800575","1","0","0","0","0","432602","0","0"
"4","/history?filters=TRANSNUM:201800619 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","3066","OCC","4166","N","C","Commercial","3","Taylor","441","13","DALLAS","DIF","","First Financial Bank, National Association","32.4530737865271","-99.7327031594225","10","2013-06-01T00:00:00","400 Pine Street","","Abilene","TX","48","79601","0000","OCC","Full","1952","0","Y","2409","221","Absorbtion - Without Assistance","Merged and became part of First Financial Bank, National Association (3066) in Abilene, TX. ","0","0","0","0","N","1","C","Commercial","2018-01-01T00:00:00","2018","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","0","TX","0","FED","201800619_221_1586_1952_1586","DIF","0","0","0","0","0","10","FI","N","2409","STATE","0","SM","C","Commercial","13","Wharton","481","13","DALLAS","DIF","","Commercial State Bank","29.198523","-96.271395","10","401 North Mechanic Street","","El Campo","TX","48","77437","0000","FED","","1586","2018-01-18T00:00:00","2018","TX","OCC","1","0","221","48","3066","810","Participated in Absorbtion/Consolidation/Merger","OCC","4166","N","C","Commercial","3","Taylor","441","13","DALLAS","DIF","","First Financial Bank, National Association","32.4530737865271","-99.7327031594225","P.O. Box  701","","Abilene","TX","Texas","79604","10","400 Pine Street","","Abilene","TX","48","79601","0000","OCC","Full","201800619","1","0","0","0","0","1586","0","0"
"1","/history?filters=TRANSNUM:201800659 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","50777","NCUA","0","CU","N/A","N/A","92","Virginia Beach City","810","0","","NCUA","","CHARTWAY FEDERAL CREDIT UNION","36.8470355007212","-76.1758222680482","140","2016-02-09T00:00:00","5700 Cleveland Street","","Virginia Beach","VA","51","23462","0000","NCUA","","115172","0","N","42104","223","Merger -Without Assistance","Merged and became part of CHARTWAY FEDERAL CREDIT UNION (50777) in Virginia Beach, VA. The successor institution was not FDIC-insured.","0","0","0","0","CU","0","N/A","N/A","2017-10-17T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","140","VA","51","NCUA","201800659_223_106499_115172_106499","NCUA","0","0","0","0","0","140","FI","N","42104","NCUA","0","CU","N/A","N/A","92","Portsmouth City","740","","","NCUA","","PORTSMOUTH VIRGINIA CITY EMPLOYEES FEDERAL CREDIT UNION","36.8328050779907","-76.2976796474699","140","801 Crawford Street Fifth Floor","","Portsmouth","VA","51","23704","0000","NCUA","","106499","2018-01-19T00:00:00","2018","VA","NCUA","0","0","223","51","50777","810","Participated in Absorbtion/Consolidation/Merger","NCUA","0","CU","N/A","N/A","92","Virginia Beach City","810","0","","NCUA","","CHARTWAY FEDERAL CREDIT UNION","36.8470355007212","-76.1758222680482","5700 Cleveland Street","","Virginia Beach","VA","Virginia","23462","140","5700 Cleveland Street","","Virginia Beach","VA","51","23462","0000","NCUA","","201800659","0","0","0","0","0","106499","0","0"
"1","/history?filters=TRANSNUM:201800662 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","48411","STATE","0","CU","N/A","N/A","91","Charlottesville City","540","0","","NCUA","","UNIVERSITY OF VIRGINIA COMMUNITY CREDIT UNION","38.078419","-78.477146","140","1997-11-25T00:00:00","2001 Berkmar Drive","","Charlottesville","VA","51","22901","","NCUA","","112806","0","N","48475","223","Merger -Without Assistance","Merged and became part of UNIVERSITY OF VIRGINIA COMMUNITY CREDIT UNION (48411) in Charlottesville, VA. The successor institution was not FDIC-insured.","0","0","0","0","CU","0","N/A","N/A","2018-01-01T00:00:00","2018","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","140","VA","51","NCUA","201800662_223_112870_112806_112870","NCUA","0","0","0","0","0","140","FI","Y","48475","NCUA","0","CU","N/A","N/A","92","Charlottesville City","540","","","NCUA","","CHARLOTTESVILLE POSTAL FEDERAL CREDIT UNION","38.069722","-78.484506","140","1155 Seminole Trail","","Charlottesville","VA","51","22901","","NCUA","","112870","2018-01-19T00:00:00","2018","VA","NCUA","0","0","223","51","48411","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","CU","N/A","N/A","91","Charlottesville City","540","0","","NCUA","","UNIVERSITY OF VIRGINIA COMMUNITY CREDIT UNION","38.078419","-78.477146","2001 Berkmar Drive","","Charlottesville","VA","Virginia","22901","140","2001 Berkmar Drive","","Charlottesville","VA","51","22901","","NCUA","","201800662","0","0","0","0","0","112870","0","0"
"1","/history?filters=TRANSNUM:201800665 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","50882","NCUA","0","CU","N/A","N/A","92","Henrico","87","0","","NCUA","","CONNECTS FEDERAL CREDIT UNION","37.622258","-77.520225","140","2000-05-16T00:00:00","7700 Shrader Rd","","Richmond","VA","51","23228","","NCUA","","115277","0","N","48571","221","Absorbtion - Without Assistance","Merged and became part of CONNECTS FEDERAL CREDIT UNION (50882) in Richmond, VA. The successor institution was not FDIC-insured.","0","0","0","0","CU","0","N/A","N/A","2017-12-01T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","0","VA","0","NCUA","201800665_221_112966_115277_112966","NCUA","0","0","0","0","0","140","FI","N","48571","NCUA","0","CU","N/A","N/A","92","Richmond City","760","","","NCUA","","VIRGINIA BOXER FEDERAL CREDIT UNION","37.50684","-77.483591","140","133 East Belt Blvd","","Richmond","VA","51","23224","","NCUA","","112966","2018-01-19T00:00:00","2018","VA","NCUA","0","0","221","51","50882","810","Participated in Absorbtion/Consolidation/Merger","NCUA","0","CU","N/A","N/A","92","Henrico","87","0","","NCUA","","CONNECTS FEDERAL CREDIT UNION","37.622258","-77.520225","7700 Shrader Rd","","Richmond","VA","Virginia","23228","140","7700 Shrader Rd","","Richmond","VA","51","23228","","NCUA","","201800665","0","0","0","0","0","112966","0","0"
"1","/history?filters=TRANSNUM:201800666 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","54813","STATE","0","CU","N/A","N/A","91","Lynchburg City","680","0","","NCUA","","BEACON CREDIT UNION","37.3757026658777","-79.2126655723638","140","2013-05-20T00:00:00","107 Leroy Bowen Drive","","Lynchburg","VA","51","24502","0000","NCUA","","119208","0","N","44788","221","Absorbtion - Without Assistance","Merged and became part of BEACON CREDIT UNION (54813) in Lynchburg, VA. The successor institution was not FDIC-insured.","0","0","0","0","CU","0","N/A","N/A","2017-12-01T00:00:00","2017","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","140","VA","51","NCUA","201800666_221_109183_119208_109183","NCUA","0","0","0","0","0","140","FI","N","44788","NCUA","0","CU","N/A","N/A","92","Danville City","590","","","NCUA","","DANVILLE CITY EMPLOYEES FEDERAL CREDIT UNION","36.590248","-79.420376","140","320 Old Riverside Drive","","Danville","VA","51","24541","","NCUA","","109183","2018-01-19T00:00:00","2018","VA","NCUA","0","0","221","51","54813","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","CU","N/A","N/A","91","Lynchburg City","680","0","","NCUA","","BEACON CREDIT UNION","37.3757026658777","-79.2126655723638","6320 Logans Lane","","Lynchburg","VA","Virginia","24506","140","107 Leroy Bowen Drive","","Lynchburg","VA","51","24502","0000","NCUA","","201800666","0","0","0","0","0","109183","0","0"
"1","/history?filters=TRANSNUM:201800670 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","49413","NCUA","0","CU","N/A","N/A","92","Allegheny","3","0","","NCUA","","PARKVIEW COMMUNITY FEDERAL CREDIT UNION","40.342087","-79.828353","140","1995-03-26T00:00:00","2100 Eden Park Blvd","","Mckeesport","PA","42","15132","2495","NCUA","","113808","0","N","41384","221","Absorbtion - Without Assistance","Merged and became part of PARKVIEW COMMUNITY FEDERAL CREDIT UNION (49413) in Mckeesport, PA. The successor institution was not FDIC-insured.","0","0","0","0","CU","0","N/A","N/A","2018-01-01T00:00:00","2018","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","0","PA","0","NCUA","201800670_221_105779_113808_105779","NCUA","0","0","0","0","0","140","FI","N","41384","NCUA","0","CU","N/A","N/A","92","Allegheny","3","","","NCUA","","CITY OF MCKEESPORT EMPLOYEES FEDERAL CREDIT UNION","40.3516250105349","-79.8664279654","140","201 Lysle Blvd","","Mckeesport","PA","42","15132","2625","NCUA","","105779","2018-01-19T00:00:00","2018","PA","NCUA","0","0","221","42","49413","810","Participated in Absorbtion/Consolidation/Merger","NCUA","0","CU","N/A","N/A","92","Allegheny","3","0","","NCUA","","PARKVIEW COMMUNITY FEDERAL CREDIT UNION","40.342087","-79.828353","2100 Eden Park Blvd","","Mckeesport","PA","Pennsylvania","15132","140","2100 Eden Park Blvd","","Mckeesport","PA","42","15132","2495","NCUA","","201800670","0","0","0","0","0","105779","0","0"
"1","/history?filters=TRANSNUM:201800672 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","52623","NCUA","0","CU","N/A","N/A","92","Beadle","5","0","","NCUA","","DAKOTALAND FEDERAL CREDIT UNION","44.35053","-98.214212","140","1983-10-17T00:00:00","1371 Dakota Avenue South","","Huron","SD","46","57350","3546","NCUA","","117018","0","N","50032","221","Absorbtion - Without Assistance","Merged and became part of DAKOTALAND FEDERAL CREDIT UNION (52623) in Huron, SD. The successor institution was not FDIC-insured.","0","0","0","0","CU","0","N/A","N/A","2018-01-01T00:00:00","2018","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","140","SD","46","NCUA","201800672_221_114427_117018_114427","NCUA","0","0","0","0","0","140","FI","N","50032","NCUA","0","CU","N/A","N/A","92","Brown","13","","","NCUA","","CONSOLIDATED-HUB CO FEDERAL CREDIT UNION","45.473747","-98.463372","140","1601 8th Avenue NE","","Aberdeen","SD","46","57401","","NCUA","","114427","2018-01-19T00:00:00","2018","SD","NCUA","0","0","221","46","52623","810","Participated in Absorbtion/Consolidation/Merger","NCUA","0","CU","N/A","N/A","92","Beadle","5","0","","NCUA","","DAKOTALAND FEDERAL CREDIT UNION","44.35053","-98.214212","1371 Dakota Avenue South","","Huron","SD","South Dakota","57350","140","1371 Dakota Avenue South","","Huron","SD","46","57350","3546","NCUA","","201800672","0","0","0","0","0","114427","0","0"
"1","/history?filters=TRANSNUM:201800674 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","45808","NCUA","0","CU","N/A","N/A","92","Cobb","67","0","","NCUA","","LOCKHEED GEORGIA EMPLOYEES FEDERAL CREDIT UNION","33.953186","-84.545307","140","1979-12-31T00:00:00","PO Box 1188","","Marietta","GA","13","30061","","NCUA","","110203","0","N","53585","221","Absorbtion - Without Assistance","Merged and became part of LOCKHEED GEORGIA EMPLOYEES FEDERAL CREDIT UNION (45808) in Marietta, GA. The successor institution was not FDIC-insured.","0","0","0","0","CU","0","N/A","N/A","2018-01-01T00:00:00","2018","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","0","GA","0","NCUA","201800674_221_117980_110203_117980","NCUA","0","0","0","0","0","140","FI","N","53585","STATE","0","CU","N/A","N/A","91","Fulton","121","","","NCUA","","MEAD EMPLOYEES CREDIT UNION","33.784263","-84.42272","140","1105 Herndon Street Nw","","Atlanta","GA","13","30318","","NCUA","","117980","2018-01-19T00:00:00","2018","GA","NCUA","0","0","221","13","45808","810","Participated in Absorbtion/Consolidation/Merger","NCUA","0","CU","N/A","N/A","92","Cobb","67","0","","NCUA","","LOCKHEED GEORGIA EMPLOYEES FEDERAL CREDIT UNION","33.953186","-84.545307","PO Box 1188","","Marietta","GA","Georgia","30061","140","PO Box 1188","","Marietta","GA","13","30061","","NCUA","","201800674","0","0","0","0","0","117980","0","0"
"1","/history?filters=TRANSNUM:201800677 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","48088","STATE","0","CU","N/A","N/A","91","Rock","105","0","","NCUA","","BLACKHAWK CREDIT UNION","0","0","140","1987-02-09T00:00:00","","","Janesville","WI","55","53545","0000","NCUA","","112483","0","N","35685","221","Absorbtion - Without Assistance","Merged and became part of BLACKHAWK CREDIT UNION (48088) in Janesville, WI. The successor institution was not FDIC-insured.","0","0","0","0","CU","0","N/A","N/A","2018-01-01T00:00:00","2018","9999-12-31T00:00:00","9999","0","0","0","0","0","CU","N/A","N/A","NCUA","0","0","140","WI","55","NCUA","201800677_221_100080_112483_100080","NCUA","0","0","0","0","0","140","FI","N","35685","STATE","0","CU","N/A","N/A","91","Kenosha","59","","","NCUA","","COUNTY CREDIT UNION","42.581818","-87.822692","140","925 59th Street","","Kenosha","WI","55","53140","4094","NCUA","","100080","2018-01-19T00:00:00","2018","WI","NCUA","0","0","221","55","48088","810","Participated in Absorbtion/Consolidation/Merger","STATE","0","CU","N/A","N/A","91","Rock","105","0","","NCUA","","BLACKHAWK CREDIT UNION","42.679206","-89.05234","2640 West Court Street","","Janesville","WI","Wisconsin","53545","140","2640 West Court Street","","Janesville","WI","55","53545","0000","NCUA","","201800677","0","0","0","0","0","100080","0","0"
