IDRSSD,RCONH275,RCONH276,RCONH277,RCONH278,RCONH279,RCONH280,RCONH281,RCONH282,RCONH283,RCONH284,RCONH285,RCONH286,RCONH287,RCONH288,RCONH290,RCONH291,RCONH292,RCONH293,RCONH294,RCONH295,RCONH296,RCONH297,RCONH298,RCONH299,RCONH300,RCONH301,RCONH302,RCONH303,RCONH304,RCONH307,RCONH308,RCONH309,RCONH310,RCONHJ74,RCONHJ75,RCONHJ76,RCONHJ77,RCONHJ78,RCONHJ79,RCONHJ80,RCONHJ81,RCONHJ82,RCONHJ83,RCONHJ84,RCONHJ85,RCONHJ86,RCONHJ87,RCONHJ88,RCONHJ89,RCONHJ90,RCONHJ91,RCONHJ92,RCONHJ93,RCONHJ94,RCONHJ95,RCONHJ96,RCONHJ97,RCONHJ98,RCONHJ99,RCONHK00,RCONHK01,RCONJA21,RCONJJ30,RCONJJ31,RCONJJ32,RCONS396,RCONS397,RCONS398,RCONS399,RCONS400,RCONS402,RCONS403,RCONS405,RCONS406,RCONS410,RCONS411,RCONS413,RCONS414,RCONS415,RCONS416,RCONS417,RCONS419,RCONS420,RCONS421,RCONS423,RCONS424,RCONS425,RCONS426,RCONS427,RCONS428,RCONS429,RCONS431,RCONS432,RCONS433,RCONS434,RCONS435,RCONS436,RCONS437,RCONS439,RCONS440,RCONS441,RCONS442,RCONS443,RCONS445,RCONS446,RCONS447,RCONS449,RCONS450,RCONS451,RCONS452,RCONS453,RCONS454,RCONS455,RCONS457,RCONS458,RCONS459,RCONS460,RCONS461,RCONS462,RCONS463,RCONS466,RCONS467,RCONS469,RCONS470,RCONS471,RCONS475,RCONS476,RCONS477,RCONS478,RCONS479,RCONS480,RCONS481,RCONS482,RCONS483,RCONS484,RCONS485,RCONS486,RCONS487,RCONS488,RCONS489,RCONS490,RCONS491,RCONS492,RCONS493,RCONS494,RCONS495,RCONS496,RCONS497,RCONS498,RCONS499,RCONS500,RCONS503,RCONS504,RCONS505,RCONS506,RCONS507,RCONS510,RCONS511,RCONS512,RCONS513,RCONS514,RCONS515,RCONS516,RCONS517,RCONS518,RCONS519,RCONS520,RCONS521,RCONS522,RCONS523,RCONS524,RCONS525,RCONS526,RCONS527,RCONS528,RCONS529,RCONS530,RCONS531,RCONS539,RCONS540,RCONS541,RCONS542,RCONS543,RCONS544,RCONS545,RCONS546,RCONS547,RCONS548,RCONS549,RCONS550,RCONS551,RCONS552,RCONS554,RCONS555,RCONS556,RCONS557,RCONS558,RCONS559,RCONS560,RCONS561,RCONS562,RCONS563,RCONS564,RCONS565,RCONS566,RCONS567,RCONS568,RCONS569,RCONS570,RCONS571,RCONS572,RCONS573,RCONS574,RCONS575,RCONS576,RCONS577,RCONS578,RCONS579,RCONS580,RCONS581,RCONS582,RCONS583,RCONS584,RCONS585,RCONS586,RCONS587,RCONS588,RCONS589,RCONS590,RCONS591,RCONS592,RCONS593,RCONS594,RCONS595,RCONS596,RCONS597,RCONS598,RCONS599,RCONS600,RCONS601,
910079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,2068,2068,0,0,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121097,0,0,0,0,0,0,0,0,-10563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218582,0,0,203481,15101,835,0,835,7325,0,0,0,0,0,7325,150464,0,0,186,0,150278,0,0,0,0,0,0,0,0,0,0,0,19665,19665,0,3933,0,0,0,0,0,0,86,86,0,17,0,3325,3325,0,993,0,2741,8163,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40123,8025,0,0,640,7384,0,0,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8163,103,0,0,0,0,0,0,0,0,0,12245,258,0,0,0,0,0,0,354743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
910239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85247,0,0,0,0,0,0,-15013,0,-6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137414,0,0,137255,159,18127,0,18127,0,0,0,0,0,0,0,318362,0,0,6910,0,311452,0,0,0,8693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16816,18127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070,614,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18127,0,0,0,0,0,0,0,0,0,0,27191,0,0,0,0,0,0,0,495148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
911339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81499,0,0,0,0,0,0,0,0,-10782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101028,0,0,95500,5528,0,0,0,6411,0,0,2027,0,0,4384,541142,0,7647,76323,0,457172,0,696,0,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18245,4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12856,2571,0,0,0,2571,0,0,0,0,796,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,4384,0,0,0,0,0,0,0,0,0,0,6576,0,0,0,0,0,0,0,653226,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
913436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242,0,0,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350989,0,0,340718,10271,69006,0,69006,18382,0,0,0,0,0,18382,2055905,0,12158,0,0,2043747,0,0,0,30484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8560,87388,0,0,0,0,0,0,0,0,0,93304,93304,93304,0,0,0,0,0,0,0,96892,19378,1034,0,0,18344,0,17712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105100,0,0,0,0,0,0,0,0,0,0,157650,0,0,0,0,0,0,0,2979443,0,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
913856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833096,0,0,0,0,0,0,0,0,-191426,0,0,0,0,0,12440,0,1225,11215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781105,0,171,680461,100473,134546,0,134546,29306,0,0,0,0,0,29306,5033713,0,12532,12206,153719,4845268,9988,0,0,59978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,435,0,435,0,-198895,173840,14723,0,0,0,0,0,0,0,0,42516,42516,41475,0,0,1041,0,0,0,0,562564,112513,0,0,12364,100149,0,19161,165028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193001,14723,0,0,0,0,0,0,0,0,0,289502,36808,0,0,0,0,0,0,6726550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
914545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,4536,4536,0,0,4536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187936,0,0,0,0,0,0,0,0,-4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171415,0,0,146614,24801,0,0,0,0,0,0,0,0,0,0,304407,0,2257,3056,0,299094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11096,37,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74335,14867,422,0,0,14445,0,0,73689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,594,0,0,0,0,0,0,0,0,0,56,1485,0,0,0,0,0,0,483502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
915878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7591,0,0,22154,22154,0,0,22154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519223,0,0,0,0,0,0,0,0,-41294,0,0,0,0,0,30391,0,0,30391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15249792,0,0,12269660,2980132,0,0,0,0,0,0,0,0,0,0,7699,0,0,1872,0,5827,0,0,0,6177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-102646,0,7591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348767,69753,0,0,23575,46178,0,0,5138353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7591,0,0,0,0,0,0,0,0,0,0,18978,0,0,0,0,0,0,9826181,0,47238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
915935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4842,0,0,0,0,0,0,0,0,-334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,0,0,1786,42,0,0,0,0,0,0,0,0,0,0,7639,0,0,0,0,7639,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-485,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,15271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
916343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9569,10571,0,0,9569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113585,0,0,0,0,0,0,0,0,-14537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224197,0,0,210552,13645,25492,0,25492,1171,0,0,0,0,0,1171,205601,0,0,0,0,205601,0,0,0,198,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21344,26663,0,0,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44860,8972,0,0,0,8972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26663,0,0,2965,0,0,0,0,0,0,0,39995,0,0,11860,0,0,0,0,518680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
916857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28783,0,0,0,-64,0,0,0,0,-2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77782,0,2443,0,0,75339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,96,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
917742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85640,0,0,376026,146415,0,0,376026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3923112,163,0,0,200,32,0,-34389,0,-181280,0,0,0,0,0,83795,0,0,83795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8989463,0,0,8448213,541250,78827,0,78827,89337,0,3268,0,0,0,86069,20460644,0,46625,93370,308451,20012198,0,0,0,1141681,0,0,335148,335148,0,67030,0,0,0,0,0,0,0,0,0,0,0,673,673,0,135,0,57911,57911,0,6506,0,906189,164896,85640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514898,302980,0,0,34674,268306,0,38505,1301992,0,160825,0,0,83033,77792,0,0,1789,0,0,1789,0,0,0,0,0,1789,0,203401,85640,0,0,0,0,0,0,0,72,0,305102,214100,0,0,0,0,0,0,32718928,0,985437,5343367,2737392,586679,2348,0,113916,217402,38867,86514,239061,23,0,0,0,0,0,0,0,0,
917854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49335,0,0,0,0,0,0,0,0,-4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7193,0,0,7193,0,0,0,0,0,0,0,0,0,0,0,159838,0,7576,82,0,152180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17087,3417,0,0,0,3417,0,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
918132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2972,0,0,0,0,0,0,0,0,-158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27790,0,0,22372,5418,0,0,0,468,0,0,0,0,0,468,22644,0,0,0,0,22644,0,0,0,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,0,45608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
918477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35286,0,0,0,0,0,0,0,0,-3758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337,0,0,2337,0,0,0,0,344,0,0,0,0,344,0,27685,0,406,44,0,27235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3960,792,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
918776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
