IDRSSD,RCFD0211,RCFD0213,RCFD0416,RCFD1286,RCFD1287,RCFD1737,RCFD1738,RCFD1739,RCFD1741,RCFD1742,RCFD1743,RCFD1744,RCFD1746,RCFD1754,RCFD1771,RCFD1772,RCFD1773,RCFD1778,RCFD8496,RCFD8497,RCFD8498,RCFD8499,RCFD8782,RCFD8783,RCFDA248,RCFDA549,RCFDA550,RCFDA551,RCFDA552,RCFDA553,RCFDA554,RCFDA555,RCFDA556,RCFDA557,RCFDA558,RCFDA559,RCFDA560,RCFDA561,RCFDA562,RCFDB838,RCFDB839,RCFDB840,RCFDB841,RCFDB842,RCFDB843,RCFDB844,RCFDB845,RCFDB846,RCFDB847,RCFDB848,RCFDB849,RCFDB850,RCFDB851,RCFDB852,RCFDB853,RCFDB854,RCFDB855,RCFDB856,RCFDB857,RCFDB858,RCFDB859,RCFDB860,RCFDB861,RCFDC026,RCFDC027,RCFDC988,RCFDC989,RCFDG300,RCFDG301,RCFDG302,RCFDG303,RCFDG304,RCFDG305,RCFDG306,RCFDG307,RCFDG308,RCFDG309,RCFDG310,RCFDG311,RCFDG312,RCFDG313,RCFDG314,RCFDG315,RCFDG316,RCFDG317,RCFDG318,RCFDG319,RCFDG320,RCFDG321,RCFDG322,RCFDG323,RCFDG348,RCFDG349,RCFDG350,RCFDG351,RCFDG352,RCFDG353,RCFDG354,RCFDG355,RCFDG356,RCFDG357,RCFDG358,RCFDG359,RCFDG360,RCFDG361,RCFDG362,RCFDG363,RCFDG364,RCFDG365,RCFDG366,RCFDG367,RCFDG368,RCFDG369,RCFDG370,RCFDG371,RCFDG372,RCFDG373,RCFDG374,RCFDG375,RCFDHT50,RCFDHT51,RCFDHT52,RCFDHT53,RCFDHT58,RCFDHT59,RCFDHT60,RCFDHT61,RCFDK142,RCFDK143,RCFDK144,RCFDK145,RCFDK146,RCFDK147,RCFDK148,RCFDK149,RCFDK150,RCFDK151,RCFDK152,RCFDK153,RCFDK154,RCFDK155,RCFDK156,RCFDK157,RCFDMG95,RCON0211,RCON0213,RCON0416,RCON1286,RCON1287,RCON1737,RCON1738,RCON1739,RCON1741,RCON1742,RCON1743,RCON1744,RCON1746,RCON1754,RCON1771,RCON1772,RCON1773,RCON1778,RCON8496,RCON8497,RCON8498,RCON8499,RCON8782,RCON8783,RCONA248,RCONA549,RCONA550,RCONA551,RCONA552,RCONA553,RCONA554,RCONA555,RCONA556,RCONA557,RCONA558,RCONA559,RCONA560,RCONA561,RCONA562,RCONB838,RCONB839,RCONB840,RCONB841,RCONB842,RCONB843,RCONB844,RCONB845,RCONB846,RCONB847,RCONB848,RCONB849,RCONB850,RCONB851,RCONB852,RCONB853,RCONB854,RCONB855,RCONB856,RCONB857,RCONB858,RCONB859,RCONB860,RCONB861,RCONC026,RCONC027,RCONC988,RCONC989,RCONG300,RCONG301,RCONG302,RCONG303,RCONG304,RCONG305,RCONG306,RCONG307,RCONG308,RCONG309,RCONG310,RCONG311,RCONG312,RCONG313,RCONG314,RCONG315,RCONG316,RCONG317,RCONG318,RCONG319,RCONG320,RCONG321,RCONG322,RCONG323,RCONG348,RCONG349,RCONG350,RCONG351,RCONG352,
491934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94150,90164,364402,4943,4943,0,0,53337,46724,0,0,0,0,442945,393359,422561,374466,0,136942,121373,113090,97166,0,0,44772,28904,22284,90975,75754,183694,62671,1081,2625,0,0,25651,121818,54900,147054,,,,,,,,,,,,,,,,,,,,,,,,,0,19752,0,20013,,,,,,,,,0,0,0,0,19915,16686,42320,37426,0,0,0,0,0,0,18127,17478,,,,,,
492650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,37350,0,0,0,0,8972,8722,0,0,0,0,0,0,353204,334024,0,0,0,242355,223760,0,0,1610,69995,1065,6675,6611,114790,120752,0,0,0,0,0,405,7773,5956,,,,,,,,,,,,,,,,,,,,,,,,,0,87408,0,86846,0,0,0,0,0,0,469,405,0,0,0,0,0,0,773,709,0,0,0,0,0,0,5836,5630,,,,,,
492810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8178,501,490,0,0,0,0,0,0,0,0,0,0,15998,14691,0,0,0,7680,7021,0,0,2530,1044,1487,2693,2824,6644,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
493077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18488,0,0,0,0,0,0,0,0,0,0,0,0,31739,25539,0,0,0,6510,5649,0,0,783,783,0,1138,1284,13800,1592,0,0,0,0,621,5100,26,1195,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,794,609,0,0,0,0,0,0,0,0,,,,,,
493152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27580,1748,1457,0,0,0,0,0,0,0,0,0,0,65889,58867,0,0,0,5086,4606,0,0,7742,3617,4125,5132,3927,30276,0,0,0,54,0,1588,3725,186,6236,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,5832,5082,0,0,8211,6422,0,0,0,0,0,0,0,0,,,,,,
493741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,41278,1999,1995,0,0,0,0,0,0,0,0,760,742,144887,127815,0,760,742,82596,73259,1900,1659,2952,2379,538,5932,7572,43395,25763,0,0,270,567,18500,12714,1644,9301,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,9706,8228,0,0,0,0,0,0,0,0,,,,,,
493844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9745,9705,0,0,0,0,0,0,0,0,0,0,0,2973,0,0,0,0,0,0,1870,1964,0,2898,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,2898,2898,0,0,0,0,0,0,0,0,,,,,,
494261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188495,171929,2231441,0,0,70301,53804,327471,281962,0,0,0,0,2298208,2147429,2613902,2244031,0,1249421,1198150,34541,33057,0,0,0,141998,7142,320341,159719,1522448,415276,0,0,0,0,3944,1097917,201175,672279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17472,17445,0,0,0,0,0,0,0,0,0,17445,0,17472,0,0,569274,473725,0,0,764720,628136,0,0,0,0,0,0,313088,278260,0,0,0,0,0,0,187716,150286,0,0,0,0,0,
494654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,498,445,0,0,3887,3263,0,0,0,0,9178,8435,26675,25042,0,9178,8435,0,0,0,0,0,1954,0,3400,1870,8767,3515,8,247,24,0,0,315,5862,8257,,,,,,,,,,,,,,,,,,,,,,,,,0,1759,0,1750,,,,,,,,,0,0,0,0,0,0,4099,3836,0,0,0,0,0,0,0,0,,,,,,
495419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,136512,14748,14472,0,0,0,0,0,0,0,0,0,0,294525,261866,0,0,0,110324,95352,0,0,10597,2485,8112,21997,15276,80293,37692,13,27,0,0,31295,50004,1334,13338,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,17448,14672,0,0,0,0,0,0,0,0,,,,,,
495558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,321,0,0,1000,1000,0,0,0,0,0,0,45828,42333,0,0,305,34419,31834,0,0,0,0,1438,470,968,2488,3988,23319,13076,0,0,0,0,0,1519,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
496434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,401,4260,4221,0,0,0,0,0,0,0,0,0,0,25854,22748,0,0,0,11033,9046,0,0,4010,2985,1023,1007,1858,6553,1329,0,2,98,120,6760,981,32,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,34,32,0,0,0,0,0,0,0,0,,,,,,
496845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,87388,44507,42823,0,0,0,0,0,0,0,0,0,0,169140,157959,0,0,0,31202,28634,7049,6240,28517,7856,24173,38274,32452,25688,0,0,211,257,1253,16295,5257,2325,3918,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,646,633,0,0,24328,22640,0,0,0,0,0,0,6888,6243,0,0,0,0,0,0,0,0,,,,,,
496957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,489,4028,4303,4029,0,0,0,0,0,0,0,0,4945,4662,9034,8399,0,650,640,1552,1502,747,747,6067,548,1069,3984,2047,400,0,0,0,401,280,4611,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
497039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97832,92818,162501,4992,4988,0,0,0,0,0,0,0,0,145975,136514,33087,31135,0,2456,2162,16755,15886,0,0,59336,19988,39348,70609,14415,5117,0,1,0,196,773,13646,7976,599,4440,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,2842,2126,2596,2197,0,0,0,0,0,0,0,0,,,,,,
497404,0,0,105041175,40637504,39404800,0,0,2500927,2309738,0,0,15424694,14726378,0,0,135840153,130947631,0,0,0,0,0,0,0,11575308,12518127,4527973,25918374,24908887,13519195,6837014,11721,131660,39,1064,22405,1159682,8655881,32735608,0,0,6778353,6547617,0,0,0,0,0,0,4662998,4524571,0,0,4683361,4646923,0,0,836954,822231,0,0,0,0,0,16541342,0,16961667,0,0,76176,67821,0,0,1380307,1258750,0,0,0,0,0,0,16638963,16016572,0,0,0,0,0,0,306,284,0,0,0,0,0,0,0,0,0,0,1577000,1579144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281645,251849,0,0,1577000,1579144,0,0,14037238,13416320,0,0,0,0,0,0,14676957,14129002,0,0,11646769,11245631,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,63398,0,0,0,0,0,0,0,0,0,0,136040,127296,0,0,0,3010,2896,0,0,0,0,14258,5234,9025,26654,21737,73390,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
497851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,46498,0,0,0,0,0,0,0,0,0,0,0,0,113089,107358,0,0,0,85010,79585,0,0,9326,2675,6649,13217,12962,38279,13604,0,3,1983,7946,10040,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
497954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,120615,95123,85783,0,0,150,150,0,0,0,0,0,0,143574,129261,0,0,0,2390,2017,0,0,29366,0,29366,34673,9521,1614,12776,0,0,0,0,6244,27529,4651,2888,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,8358,7538,0,0,0,0,0,0,0,0,,,,,,
498148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27178,1500,1494,0,0,750,624,0,0,0,0,0,0,72426,64139,0,0,0,1992,1809,5050,4605,1691,1494,197,13011,4513,25560,9719,0,0,0,0,6963,2681,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
498317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,132552,61843,60009,0,0,0,0,0,0,0,0,7932,7246,178026,162749,0,7932,7246,0,0,0,0,10794,2494,8296,38601,20990,3410,0,42,4,622,2608,88276,5214,15,109,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,81,79,0,0,109484,96687,0,0,0,0,0,0,133,124,0,0,0,0,0,0,0,0,,,,,,
498362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,74403,9792,9782,0,0,16000,14263,0,0,0,0,0,0,104524,98071,0,0,0,29621,28952,0,0,13273,6205,7068,45622,8690,10628,0,0,0,4737,0,7556,3731,3833,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,17720,16025,0,0,0,0,0,0,4237,3832,0,0,0,0,0,0,0,0,,,,,,
498456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,996,996,996,0,0,0,0,0,0,0,0,0,0,1078,1079,0,0,0,0,0,0,0,996,996,0,0,0,0,0,0,0,0,83,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
498531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10349,0,0,0,0,943,1845,0,0,0,0,0,0,68358,73316,0,0,0,60393,64421,0,0,5252,1060,5252,495,8165,37489,19440,0,0,0,0,0,497,0,917,,,,,,,,,,,,,,,,,,,,,,,,,0,231,0,0,,,,,,,,,0,0,0,0,0,0,1025,917,0,0,0,0,0,0,0,0,,,,,,
498625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20363,1008,947,0,0,0,0,0,0,0,0,0,0,27221,24868,0,0,0,0,0,0,0,2957,0,2957,10139,3101,0,0,0,0,40,0,7935,0,0,696,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,930,696,0,0,0,0,0,0,0,0,,,,,,
498942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,29121,5426,5378,0,0,0,0,0,0,0,0,0,0,36107,32909,0,0,0,1131,1080,0,0,5161,2479,2682,998,300,0,0,0,0,156,278,19721,5009,158,1129,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1364,1287,0,0,0,0,0,0,0,0,,,,,,
499154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,53735,3447,3258,0,0,0,0,0,0,0,0,0,0,80241,73719,0,0,0,22434,21186,0,0,683,0,682,4444,3764,14970,3245,115,57,226,2188,20161,8784,4755,10328,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,17180,15083,0,0,0,0,0,0,0,0,,,,,,
499453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,136185,30906,29294,0,0,15900,14020,0,0,0,0,4815,4732,177238,162858,0,4815,4732,41381,37590,5000,4362,31213,6910,25914,57352,39350,38146,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
499501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,35033,6972,6887,0,0,0,0,0,0,0,0,0,0,105323,94122,0,0,0,11615,10433,0,0,6508,6953,982,1116,3002,8678,2034,0,165,0,1619,20903,30718,654,17297,,,,,,,,,,,,,,,,,,,,,,,,,0,3200,0,3206,,,,,,,,,0,0,0,0,0,0,19226,17015,0,0,0,0,0,0,0,0,,,,,,
499743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4441,0,0,0,0,0,0,0,0,0,0,0,0,5615,5537,0,0,0,0,0,0,0,3425,993,2432,1248,364,500,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
499752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1000,830,0,0,0,0,0,0,20588,20254,0,0,0,832,832,0,0,0,0,0,0,0,1832,3497,0,0,9,8,0,0,0,15242,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
499855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9329,1091,1089,4510,4510,1000,982,0,0,0,0,4566,4565,33770,30666,0,0,0,18800,17535,0,0,1089,0,2071,2491,2264,12524,4766,0,30,0,0,3739,2936,220,4191,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,3552,2910,0,0,0,0,0,0,0,0,,,,,,
500256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162821,156481,180175,0,0,0,0,0,0,0,0,0,0,254187,244124,0,0,0,637,635,0,0,0,0,15650,5638,10012,125158,113378,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
500658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2020,2011,0,0,0,0,0,0,0,0,0,0,2655,2642,0,0,0,635,631,0,0,2642,0,2642,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
501105,1010013,980280,13102854,7807632,7725276,1279,1279,93632,91938,0,0,1000,997,14795119,13509533,14111674,13872899,0,2435033,2305901,0,0,88095,81761,3923184,1306386,2647700,4881116,1739897,4627531,187816,15755,58570,34292,502364,2878445,7986423,937060,864608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455126,1321655,1038513,987084,7246355,6468907,1881805,1787284,0,0,0,0,570329,509164,1187909,1191209,0,0,0,0,40185,42707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87296,80966,799,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87296,80966,799,795,1949503,1798674,2100384,2088316,0,0,0,0,0,0,0,0,0,0,0,0,,1010013,,,,7725276,,,,,,,,,14795119,,,13872899,,2435033,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,151380,0,0,0,0,0,0,0,0,0,0,0,0,287714,240962,0,0,0,59310,50700,3000,2495,0,0,0,3048,14223,104589,12196,316,0,0,0,9944,96646,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
501459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,49315,24768,24145,0,0,2000,1835,0,0,0,0,1089,1069,71120,66842,0,250,238,15971,13818,0,0,25343,2377,25318,3062,2027,11616,425,1,1445,36,69,637,3695,3264,13958,,,,,,,,,,,,,,,,,,,,,,,,,0,207,0,208,,,,,,,,,0,0,0,0,2,2,9631,8726,0,0,0,0,0,0,8577,8494,,,,,,
