"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
750444																																																																																																																																		89757	1080	0	48	75198	9016	5058	3958	0	0	0	0	0	0	997	0	0	18	0	0	0	0	0	0	0	0	0	4578	4	191	76	2691	6059	4149	22607	51114	0	0	0	0	0	0	113	57	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4056	2028	0	0	2	1651	6059	4149	22741	54183	0	830	11371	54183	75150	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
750846																																																																																																																																		113839	1848	0	737	88938	7174	5781	1393	0	0	0	0	0	0	9999	16780	455	0	0	0	0	0	0	0	0	0	0	3872	0	0	0	3872	15780	18173	455	82069	250	250	0	0	0	250	209	105	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207	604	0	0	0	604	15780	18173	455	85075	0	3635	228	85075	88201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
751254																																																																																																																																		412871	648	0	0	145138	26023	21827	4196	0	0	0	0	0	0	71690	29222	36781	5600	6260	0	6260	0	0	0	0	0	0	11442	0	2034	61	9333	93637	44920	54061	71629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93637	44920	54061	73138	0	8984	27031	73138	145138	1154	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
751656																																																																																																																																		3480981	29895	0	0	2584105	105938	78120	27818	0	0	0	0	0	0	72241	681746	10872	1066	0	0	0	0	0	0	0	0	0	284114	9428	14787	2040	110805	159863	752384	695376	1785681	4511	4511	0	0	0	4511	7776	3888	0	0	0	3888	2344	469	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	256338	128169	14834	202	33132	70094	201547	752590	729419	1915805	0	150518	364710	1915805	2584105	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
751852																																																																																																																																		355616	3374	0	0	315105	33294	33047	247	0	0	0	0	0	0	9998	19551	0	0	0	0	0	0	0	0	0	0	0	9721	0	1196	0	4497	44662	20994	18820	271130	3883	3883	3883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51658	25829	0	0	0	25829	48566	20994	18820	299910	0	4199	9410	299910	315105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
752831																																																																																																																																		411669	4140	0	211	322521	5466	2622	2844	0	13836	0	5163	8675	0	1814	64343	10835	0	24540	0	24540	0	0	0	0	0	0	9077	4	508	226	5673	4440	97398	97785	223507	118	118	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32035	16018	0	0	0	16018	4440	97398	97785	247333	0	19480	48893	247333	322310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
753052																																																																																																																																		55893	535																																																																																																														
753324																																																																																																																																		1789371	15014	0	0	1518272	61179	46639	14540	0	0	0	0	0	0	6666	137483	4351	4750	62476	0	62476	0	0	0	0	0	0	99248	383	8556	1276	58895	53727	223055	402472	1107623	3223	3223	0	0	0	3223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200428	100214	0	0	8953	91263	53727	223055	411425	1221096	0	44611	205713	1221096	1518272	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
753641																																																																																																																																		83150	762																																																																																																														
753856																																																																																																																																		46298	230	0	46	16060	11036	5591	5445	0	25592	0	25592	0	0	0	0	0	0	500	0	500	0	0	0	0	0	0	910	191	0	0	719	5782	31537	0	9209	0	0	0	0	0	0	0	0	0	0	0	0	75	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	670	335	0	0	0	335	5782	31537	0	9753	0	6307	0	9753	16014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
754068																																																																																																																																		772759	8143	0	987	600383	115489	113869	1620	0	25821	1959	23862	0	0	121	592	0	2538	0	0	0	0	0	0	0	0	0	29471	1212	4035	0	24224	117661	30109	152500	480798	0	0	0	0	0	0	6588	3294	3294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84628	42314	0	0	12416	29898	121075	30109	165297	511712	0	6022	82649	511712	599396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
754246																																																																																																																																		77488	627	0	0	58305	4117	3329	788	0	0	0	0	0	0	0	422	251	0	426	0	426	0	0	0	0	0	0	2588	7	360	64	2157	3431	16128	8802	49454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1008	504	0	0	0	504	3431	16128	8802	50223	0	3226	4401	50223	58305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
754536																																																																																																																																		147101	2090	0	1125	77212	44976	0	44976	0	0	0	0	0	0	2996	27367	4926	500	0	0	0	0	0	0	0	0	0	2718	0	0	0	2223	2996	72343	31680	44330	0	0	0	0	0	0	0	0	0	0	0	0	250	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	250	125	0	0	0	125	2996	72343	31680	44555	0	14469	15840	44555	76087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
754826																																																																																																																																		1427836	10064																																																																																																														
754853																																																																																																																																		1127685	11151	0	618	967171	48150	45983	2167	0	0	0	0	0	0	3557	130903	27121	250	4090	0	4090	0	0	0	0	0	0	60269	2747	4315	214	50905	59034	143664	179311	780679	2652	2652	0	0	0	2652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61454	30727	0	0	0	30727	59034	143664	179311	823901	0	28733	89656	823901	966553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
754929																																																																																																																																		1806738	10502	0	0	1236782	95386	86594	5923	2869	0	0	0	0	0	82672	506269	93349	6506	3499	0	3499	0	0	0	0	0	0	123668	486	1266	0	108556	169830	537464	320791	848622	15622	15622	0	0	0	15622	3083	1542	0	0	0	1542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153529	76765	0	0	0	76765	169830	537464	320791	950214	0	107493	160396	950214	1236782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
755252																																																																																																																																		586984	3702	0	0	471040	21195	8698	12497	0	72165	7852	64313	0	4247	574	58812	40126	8462	0	0	0	0	0	0	0	0	0	32321	0	2554	0	29560	17124	146539	107901	327279	567	567	0	0	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74126	37063	0	0	0	37063	17124	146539	107901	380386	0	29308	53951	380386	471040	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
755421																																																																																																																																		56503	448																																																																																																														
755458																																																																																																																																		377047	2155	0	0	289923	5242	2788	2454	0	3139	0	2405	735	0	1503	24962	8752	3800	0	0	0	0	0	0	0	0	0	12429	17	5099	277	6435	4756	42986	139387	190609	73	73	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18515	9258	0	0	0	9257	4756	42986	139387	200206	0	8597	69694	200206	289923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
756343																																																																																																																																		215984	1839	0	0	176282	26596	25013	1583	0	184	0	184	0	0	0	245	0	198	0	0	0	0	0	0	0	0	0	9437	33	712	95	8597	25262	2862	34272	151242	155	155	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	125	0	0	0	125	25262	2862	34272	152296	0	572	17136	152296	176282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
756848																																																																																																																																		251386	3536	0	1271	182821	23239	18719	4520	0	0	0	0	0	0	11717	15809	0	100	5	0	5	0	0	0	0	0	0	8361	38	473	0	6682	30474	31444	43431	148913	316	316	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30474	31444	43431	153071	0	6289	21716	153071	181550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
757377																																																																																																																																		848593	3022	0	0	409741	2157	1780	377	0	0	0	0	0	0	4503	290213	0	0	51	0	51	0	0	0	0	0	0	30885	0	1014	0	29530	6283	291655	463145	117808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2770	1385	0	0	1385	0	6283	294076	464530	117808	0	58815	232265	117808	409741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
757452																																																																																																																																		367357	1755	0	0	249440	14779	8767	6012	0	7874	0	916	1625	5347	0	50941	0	0	0	0	0	0	0	0	0	0	0	13441	401	2517	494	8220	9404	60473	173192	129938	59	59	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10282	5141	0	0	698	4443	9404	60473	173890	137410	0	12095	86945	137410	249440	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
757779																																																																																																																																		205296	1771																																																																																																														
758703																																																																																																																																		7083660	53987	0	0	5775255	158154	99235	58919	0	103352	0	0	0	103469	181576	378377	2618	81861	0	0	0	0	0	0	0	0	0	407743	45	33309	4773	240610	281702	491811	2172057	4079323	24575	24575	0	0	0	24575	727	364	0	0	0	364	8	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	408792	204396	0	0	1813	202583	292026	496693	2185349	4395107	0	99339	1092675	4395107	5775255	40247	0	0	0	0	0	0	0	0	0	0	0	0	1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
758842																																																																																																																																		150603	679	0	0	77736	4196	2240	1956	0	44420	4261	38232	5811	0	23063	15349	1845	86	254	0	254	0	0	0	0	0	0	4613	81	891	79	2628	29645	56682	14422	54525	262	262	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1297	649	0	0	0	649	31981	56682	14422	56440	0	11336	7211	56440	77736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
758851																																																																																																																																		1333075	4383	0	0	634930	2150	1292	858	0	1447	0	0	1460	0	39479	0	4172	0	3203	0	3203	0	0	0	0	0	0	34153	3563	11993	0	16648	242810	606346	18330	463687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106179	53090	0	24371	0	28708	242810	630717	18330	492903	0	126143	9165	492903	634930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
759045																																																																																																																																		563339	5156																																																																																																														
759625																																																																																																																																		794283	7537																																																																																																														
760210																																																																																																																																		127458	1582																																																																																																														
760331																																																																																																																																		909493	3472	0	0	363490	226517	226438	79	0	0	0	0	0	0	151865	110795	9418	444	0	0	0	0	0	0	0	0	0	9494	720	1137	1270	6367	379023	112011	298032	156266	450	450	0	0	0	450	9	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75790	37895	0	0	6781	31114	379023	112011	304933	188349	0	22402	152467	188349	363490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760340																																																																																																																																		133166	1061	0	0	108052	9089	8824	265	0	0	0	0	0	0	5429	7420	0	0	0	0	0	0	0	0	0	0	0	10359	313	881	122	8885	14821	8566	16953	93422	250	250	0	0	0	250	160	80	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	255	0	0	0	255	14821	8566	16953	96240	0	1713	8477	96240	108052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760434																																																																																																																																		202823	1294	0	0	130966	8726	5834	2892	0	36376	342	35604	430	0	10399	0	0	0	0	0	0	0	0	0	0	0	0	8409	91	1192	336	6790	16958	41396	47024	99100	84	84	10	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16968	41396	47024	99174	0	8279	23512	99174	130966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760649																																																																																																																																		143418	1118	0	0	102998	13309	11562	1747	0	0	0	0	0	0	14060	436	0	0	0	0	0	0	0	0	0	0	0	9069	0	285	0	6168	25622	3458	22841	90593	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	82	0	0	0	82	25622	3458	22841	90725	0	692	11421	90725	102998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760854																																																																																																																																		1117194	5959	0	0	632935	94807	86048	8452	307	0	0	0	0	0	15636	406435	19365	20291	2954	0	2954	0	0	0	0	0	0	64339	37	2458	174	57951	101721	422758	250679	394571	0	0	0	0	0	0	527	264	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26757	13379	0	0	0	13379	101721	422758	250679	417545	0	84552	125340	417545	632935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760939																																																																																																																																		74870	740	0	197	44440	5577	4500	1077	0	0	0	0	0	0	847	9452	0	0	6080	0	6080	0	0	0	0	0	0	4391	0	0	0	4391	6245	16609	25549	28189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6245	16609	25858	28189	0	3322	12929	28189	44243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760957																																																																																																																																		127661	705	0	0	89412	5162	4555	607	0	0	0	0	0	0	1005	30176	1418	435	0	0	0	0	0	0	0	0	0	7663	4	119	2	7538	5564	30902	39297	57490	55	55	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10075	5038	0	0	0	5038	5564	30902	39297	62833	0	6180	19649	62833	89412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
761244																																																																																																																																		452145	3724	0	0	298195	27664	6228	21436	0	11693	670	12729	535	0	7322	31018	931	0	27365	0	27365	0	0	0	0	0	0	23576	213	332	0	22451	20894	96737	147258	198805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	26	0	0	0	26	20894	96737	147258	202756	0	19347	73629	202756	298195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
761459																																																																																																																																		243971	1875	0	0	170715	21573	20399	1174	0	0	0	0	0	0	10836	48881	1487	77	0	0	0	0	0	0	0	0	0	14924	35	368	15	6359	31270	53745	11412	147118	123	123	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6102	3051	0	0	0	3051	31270	53745	11412	154228	0	10749	5706	154228	170715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
761543																																																																																																																																		419513	3346	0	0	375561	8696	5452	3244	0	0	0	0	0	0	21959	27624	31278	1049	0	0	0	0	0	0	0	0	0	18009	0	980	0	15529	27411	31848	89354	281259	3215	3215	0	0	0	3215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37419	18710	0	0	0	18710	27411	31848	89354	324482	0	6370	44677	324482	375561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
761806																																																																																																																																		76760507	669355	0	0	56589630	1535278	1466597	68681	0	8552635	4312945	4239871	0	0	2843508	4267331	62135	700494	375	0	375	0	21366	0	0	0	0	7602571	263052	158258	29756	3437076	8892674	10043706	11636372	42711470	517870	517870	78873	32172	0	406825	27843	13922	9912	40	0	3970	25428	5086	0	0	0	5086	0	0	0	0	0	0	0	0	0	0	0	0	7929731	3964866	0	25000	105921	3807456	9481144	10100921	11742293	47421736	0	2020184	5871147	47421736	56589630	294608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
761833																																																																																																																																		163402	7119	0	5614	123221	19810	19406	404	0	0	0	0	0	0	2	13922	1554	0	0	0	0	0	0	0	0	0	0	9818	685	68	83	8875	41156	14394	10349	100439	720	720	0	0	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18944	9472	7902	0	0	1570	49121	14394	11069	102009	0	2879	5535	102009	117607	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
761851																																																																																																																																		517347	4062	0	0	415077	8276	3769	4507	0	102871	1553	0	101318	0	10225	24922	6255	21484	3200	0	3200	0	0	0	0	0	0	24228	0	3177	0	18191	23968	45815	152539	298789	254	254	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23498	11749	0	0	0	11749	23968	45815	152539	318785	0	9163	76270	318785	415077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
761954																																																																																																																																		208258	1385	0	0	141067	7825	3911	3914	0	0	0	0	0	0	9978	33020	9432	2500	0	0	0	0	0	0	0	0	0	9887	19	757	0	9110	16852	39604	52704	101974	161	161	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2047	1024	0	0	0	1024	16852	39604	52704	105549	0	7921	26352	105549	141067	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
762045																																																																																																																																		226568	3151	0	298	228305	15524	0	15524	0	78	0	78	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	9651	0	0	0	7803	0	15602	39416	172239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37326	18663	0	0	0	18663	0	15602	39416	197164	0	3120	19708	197164	228007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
762447																																																																																																																																		7533728	68312	0	0	5968837	233353	156828	76525	0	1363	0	0	0	1363	224266	850903	149861	89697	26	0	26	0	0	0	0	0	0	692414	19875	12483	5023	390813	401426	1006576	1012201	5081633	9223	9223	0	0	0	9223	9129	4565	0	0	0	4565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105122	52561	0	0	0	52561	607381	1006576	1017403	5160700	0	201315	508702	5160700	5968837	4578	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
762474																																																																																																																																		3163781	31015	0	0	2842430	172175	148881	23294	0	4617	3198	1419	0	0	224690	38799	0	51	0	0	0	0	11986	9985	2001	0	0	284041	8244	21344	1968	171037	395470	146464	460235	2102616	6768	6768	0	0	0	6768	1189	595	0	0	0	594	0	0	0	0	0	0	0	0	0	0	0	0	51	51	0	0	51	0	216084	108042	0	0	5376	102666	395534	146464	469632	2229588	0	29293	234816	2229588	2842430	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
762773																																																																																																																																		325870	2990	0	854	165782	50334	48989	1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17221	0	0	0	9204	48989	1345	227321	43187	27	27	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48989	1345	227321	44106	0	269	113661	44106	164928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
763211																																																																																																																																		263138	1496	0	0	160913	10620	8995	1625	0	17998	0	300	17700	0	7867	75315	36517	0	3375	0	3375	0	0	0	0	0	0	15398	49	895	512	9539	19395	81510	89672	87259	10	10	0	0	0	10	167	84	40	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17334	8667	0	0	0	4928	19435	81510	89673	92266	0	16302	44837	92266	160913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
763677																																																																																																																																		1479242	12958	0	3276	846047	114062	109942	4120	0	84610	47998	36612	0	0	233826	148731	48143	0	0	0	0	0	0	0	0	0	0	84779	2782	3273	0	73484	394548	203455	187120	586783	365	365	0	0	0	365	3010	1505	0	0	0	1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118518	59259	0	0	0	59259	399874	203455	187120	666451	0	40691	93560	666451	842771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
763930																																																																																																																																		694644	5245																																																																																																														
764030																																																																																																																																		26428915	336218	0	69847	21842179	1351450	1213618	137832	0	148538	0	114874	33664	0	905787	652083	11721	13324	0	0	0	0	9886	0	0	0	0	2157051	9114	52827	200	842429	2196598	1302663	5233869	16719382	43324	43324	0	0	0	43324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2996549	1498275	0	3056	3329	1488508	2196598	1305719	5237238	18296860	0	261144	2618619	18296860	21772332	10337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
764058																																																																																																																																		759078	9065	0	1685	648022	8965	2795	6170	0	0	0	0	0	0	34495	72953	51871	10303	0	0	0	0	0	0	0	0	0	24049	178	2770	613	17945	37545	104132	94701	511176	0	0	0	0	0	0	2232	1116	0	0	0	1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72198	36099	0	0	0	36099	79333	104132	94701	552864	0	20826	47351	552864	646337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
764067																																																																																																																																		133391	1471																																																																																																														
764142																																																																																																																																		139803	1187																																																																																																														
764151																																																																																																																																		50198	323	0	0	28124	14901	0	14901	0	0	0	0	0	0	0	4500	3928	0	3200	0	3200	0	0	0	0	0	0	2065	0	0	0	1966	0	22601	10679	17503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	187	0	0	0	187	0	22601	10679	17716	0	4520	5340	17716	28124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
764816																																																																																																																																		286874	3090	0	490	208035	12193	9948	2245	0	0	0	0	0	0	0	9273	4726	0	2048	0	2048	0	0	0	0	0	0	9198	0	589	0	8456	9948	14739	140983	123904	30	30	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17046	8523	0	0	0	8523	9948	14739	140983	132457	0	2948	70492	132457	207545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
