"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ458	RCFDJ459	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	
220527																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	166052	0	0	329	329	3481	3481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
220844																																																																																																																																																								0	0	0	0				0	0	0	2081	0		74		0			0	0	0	0	0	0																													10000																				0							0	0									
220974																																																																																																																																																								888	0	0	0				0	0	0	23073	0		274		826			0	0	0	0	0	0																													0																				1717							0	0									
221775																																																																																																																																																								0	0	0	0				0	0	0	16415	0		0		0			0	0	0	0	0	0																																																								0	0									
222156																																																																																																																																																								0	0	0	0				0	0	0	2892	0		4		0			0	0	0	0	0	0																																																								0	0									
222558																																																																																																																																																								0	0	0	0				0	0	0	0	0		3908		0			0	0	0	0	0	0																																																								0	0									
222754																																																																																																																																																								206	42586	0	0				0	0	0	4147	0		0		0			0	0	0	0	0	0																													0																				7695							0	0									
223322																																																																																																																																																								0	375000	0	0	0	0	0	0	0	0	44465	0	0	3230	3230	23300	23300	0	0	0	0	0	0	0	0	0	0	0	17344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17344	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78689	78689	0	0	0	0	0	0	0	0	
223452																																																																																																																																																								0	0	0	0				0	0	0	70	0		0		0			0	0	0	0	0	0																																																								0	0									
223751																																																																																																																																																								0	1000	0	0				0	0	0	106	0		0		0			0	0	0	0	0	0																																																								0	0									
223845																																																																																																																																																								0	0	0	0				0	0	0	0	1414		2910		0			0	0	0	0	0	0																																																								0	0									
224954																																																																																																																																																								20	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
225054																																																																																																																																																								0	0	0	0				0	0	0	2812	0		0		3849			0	0	0	0	0	0																																																								0	0									
225157																																																																																																																																																								0	2450	0	0				0	0	0	77	0		25		0			0	0	0	0	0	0																																																								0	0									
225559																																																																																																																																																								0	0	0	0				0	0	0	66347	0		0		806			0	0	0	0	0	0																																																								0	0									
225942																																																																																																																																																								0	0	0	0				0	0	0	297	580		0		25			0	0	0	0	0	0																													237																				0							0	0									
226949																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
227151																																																																																																																																																								0	0	0	0				0	0	0	4187	97		5461		0			0	0	0	0	0	0																													1107																				0							0	0									
227357																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		60			0	0	0	0	0	0																																																								0	0									
227656																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
227777																																																																																																																																																								0	0	0	0				0	0	0	55738	0		0		0			0	0	0	0	0	0																																																								0	0									
228000																																																																																																																																																								0	0	0	0				0	0	0	44623	0		30		0			0	0	0	0	0	0																																																								0	0									
228158																																																																																																																																																								0	19800	0	0				0	0	0	1951	4302		1768		200			0	0	0	0	0	0																													645																				0							0	0									
228279																																																																																																																																																								0	0	0	0				0	0	0	44761	0		0		220			0	0	0	0	0	0																																																								0	0									
228345																																																																																																																																																								0	0	0	0				0	0	0	4938	1488		405		6			0	0	0	0	0	0																																																								0	1535									
229070																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
229173																																																																																																																																																								0	0	0	0				0	0	0	7555	0		0		0			0	0	0	0	0	0																																																								0	0									
229342																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	2204	0	0	0		0		0	0	0	0	0	0	1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	
229454																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
229801	25458	0	0	0	0	0	16786237	0	0	0	840676	142136	0	487625	0	22355	0	237510	0	0	0	0	0	0	0	0	0	0	31372	1696756	0	0	0	0	0	0	0	0	0	0	349927	2800	0	0	322921	2800	0	0	0	0	0	0	17490457	5600	0	0	0	12463	0	0	0	12088	0	0	522823	4	0	0	519625	4	0	0	237510	0	1934266	1804296	0	29	332	0	0	0	0	1501038	0	0	0	0	269285	336093	0	232475	2306364	0	0	269285	1837131	0	0	0	0	29996	189580	49709	0	0	0	32900	174276	1629955	6667	0	0	0	6687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6687	0	0	0	91480	50656	7254611	0	1691918																																																																																										
229913	0	0	0	0	0	0	88260	0	0	0	0	0	0	322006	0	84664	0	0	0	0	0	0	0	1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																					0	0	3004547	836241	554117																																																																																										
230423																																																																																																																																																								0	0	0	0				0	0	0	5345	0		0		66			0	0	0	0	0	0																																																								15558	0									
230610																																																																																																																																																								0	1500	0	0				0	0	0	6451	0		173		45			0	0	0	0	0	0																																																								0	0									
230759																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	7506	0	0	3604	0	2562	0	0	0	0	0	0	0	12621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
231279																																																																																																																																																								25	0	0	0				0	0	0	1778	0		0		0			0	0	0	0	0	0																																																								0	0									
232847																																																																																																																																																								0	0	7943	0				0	0	0	6425	0		307		0			0	0	0	0	0	0																																																								0	0									
232856																																																																																																																																																								2603	101100	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																													16406																				0							0	0									
233031	61000	3400000	0	0	0	0	135642000	0	0	0	6948000	6930000	0	1642000	110000	467000	15000	0	0	0	0	0	0	3066000	191000	0	0	0	1105000	2572000	0	0	0	0	0	0	0	0	0	0	15105000	65000	0	996000	9306000	65000	0	996000	0	1905000	0	0	161349000	2702000	0	3897000	0	0	0	0	0	0	0	0	409000	27000	0	99000	1277000	25000	0	95000	33000	0	0	37959000	0	0	0	0	0	0	0	0	0	0	0	0	3460000	1715000	0	1310000	2675000	0	0	3460000	0	1715000	107000	1738000	0	285000	1138000	192000	235000	469000	78000	140000	786000	7000	268000	0	0	83000	271000	0	0	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271000	0	0	12000	6479000	451000	28461000	9644000	4712000																																																																																										
233246																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
233358																																																																																																																																																								0	0	0	0				0	0	0	0	0		527		0			0	0	0	0	0	0																																																								0	0									
233442																																																																																																																																																								0	0	0	0				0	0	0	668	0		0		1664			0	0	0	0	0	0																																																								0	0									
233527																																																																																																																																																								0	81160	0	0				0	0	0	75034	32685		13132		0			0	0	0	0	0	0																													7555																				0							28531	4145									
233554																																																																																																																																																								0	0	0	0				0	0	0	22340	0		852		0			0	0	0	0	0	0																													15239																				0							0	0									
234355																																																																																																																																																								0	0	0	0	0	0	50000	0	0	0	14514	0	0	3586	0	0	0	0	0	0	0	0	0	0	11500	0	0	0	2500	0	0	0	8000	0	0	0	3000	0	0	0	8150	0	0	0	0	0	0	0	0	0	0	0	83150	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	113	0	0	0	0	0	0	0	0	0	0	5616	0	0	0	0	0	0	0	0	0	
234506																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	6939	0	0	0		703		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
234739																																																																																																																																																								553	45000	0	0				0	0	0	84388	27928		1324		1797			0	0	0	0	0	0																													562																				0							0	0									
234841																																																																																																																																																								404	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
235174																																																																																																																																																								0	0	0	0				0	0	0	2394	0		0		0			0	0	0	0	0	0																																																								0	0									
235231																																																																																																																																																								0	0	0	0				0	0	0	960	0		51		95			0	0	0	0	0	0																																																								0	0									
235446																																																																																																																																																								1313	57050	0	0				0	0	0	2475	0		0		0			0	0	0	0	0	12903																																																								0	1									
235530																																																																																																																																																								0	0	0	0				0	0	0	18515	0		2567		0			0	0	0	0	0	387																													5594																				0							0	0									
235558																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
235950																																																																																																																																																								0	0	0	0				0	0	0	221	0		0		0			0	0	0	0	0	0																																																								0	0									
236153																																																																																																																																																								0	270000	0	0	0	0	174830	0	0	0	76903	83875	0	43772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50070	0	0	0	0	0	0	0	0	0	0	0	18983	0	0	0	0	0	0	0	0	0	0	0	69053	0	0	0	2389	0	0	0	2389	0	0	0	509	0	0	0	17	0	0	0	174830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
236256																																																																																																																																																								0	0	0	0				0	0	0	0	0		92		0			0	0	0	0	0	0																																																								0	0									
236603																																																																																																																																																								0	53000	0	0				0	0	0	10610	2146		0		418			0	0	0	0	0	0																																																								316	0									
236706																																																																																																																																																								0	90000	0	0	0	0	1307525	0	0	0	86600	0	0	15310	0	4122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1307525	0	0	0	0	0	0	0	0	0	0	0	37790	0	0	0	28065	0	0	0	0	0	808763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
236957																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	8947	347	0	0		1287		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
237066																																																																																																																																																								0	499100	0	0	0	0	0	0	0	0	0	0	0	8811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
237619																																																																																																																																																								0	200000	0	0	0	0	395960	0	0	0	70469	0	0	0	0	21942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5430	0	0	0	5430	0	0	0	0	0	0	0	0	0	0	0	16781	0	0	0	16781	0	0	0	0	0	0	0	0	0	0	0	406820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
237954																																																																																																																																																								0	17700	0	0				0	0	0	2	1461		0		0			0	0	0	0	0	0																																																								0	0									
238139																																																																																																																																																								0	0	0	0				0	0	0	12617	0		0		1044			0	0	0	0	0	0																																																								1352	0									
238250																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		222			0	0	0	0	0	0																																																								0	0									
238737																																																																																																																																																								0	0	0	0				0	0	0	1802	4963		984		71			0	0	0	0	0	0																																																								0	0									
239556																																																																																																																																																								0	0	0	0				0	0	0	17981	0		4502		0			0	0	0	0	0	0																													0																				553							0	0									
239613																																																																																																																																																								0	76155	0	0				0	0	0	38961	0		33		15612			0	0	0	0	0	0																													0																				90847							0	0									
239659																																																																																																																																																								0	54500	0	0				0	0	0	3103	0		3141		0			0	0	0	0	0	0																													31024																				0							0	0									
240954																																																																																																																																																								0	0	0	0				0	0	0	3774	0		14		0			0	0	0	0	0	0																																																								0	0									
241009																																																																																																																																																								0	0	0	0				0	0	0	1000	1359		0		0			0	0	0	0	0	0																																																								0	0									
241157																																																																																																																																																								0	107440	0	0	0	0	0	0	0	0	11036	0	0	0		4845		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2250	0	0	0	0	0	0	0	0	0	0	0	2250	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702	0	0	0	0	0	0	0	0	
241559																																																																																																																																																								0	0	0	0				0	0	0	2503	0		892		0			0	0	0	0	0	0																																																								0	0									
241607																																																																																																																																																								0	0	0	0				0	0	0	161978	3321		0		7028			0	0	0	0	0	1337																													210380																				0							0	0									
242257																																																																																																																																																								0	0	0	0				0	0	0	17537	0		3294		0			0	0	0	0	0	0																													0																				468							0	0									
242444																																																																																																																																																								945	60000	0	0				0	0	0	72382	0		13013		0			0	0	0	0	0	0																													32722																				0							0	0									
242949																																																																																																																																																								0	0	0	0				0	0	0	596	0		0		610			0	0	0	0	0	0																																																								0	0									
242958																																																																																																																																																								0	0	0	0				0	0	0	2602	262		0		0			0	0	0	0	0	0																																																								0	0									
242976																																																																																																																																																								0	25	0	0	0	0	0	0	0	0	21677	0	0	0		590		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
243375																																																																																																																																																								0	0	0	0				0	0	0	0	8805		0		0			0	0	0	0	0	0																																																								0	0									
243414																																																																																																																																																								117	0	0	0				0	0	0	16520	3545		0		0			0	0	0	0	0	0																																																								0	0									
243955																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
244037																																																																																																																																																								0	0	0	0				0	0	0	1758	0		175		0			0	0	0	0	0	0																																																								0	0									
244149																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	110	0	0	321		0		0	0	0	0	0	0	0	0	0	0	0	81303	0	0	0	0	0	0	0	0	0	0	0	134425	0	0	0	0	0	0	0	0	0	0	0	215728	0	0	0	0	0	0	0	0	0	0	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
244158																																																																																																																																																								0	0	0	0				0	0	0	1715	0		666		0			0	0	0	0	0	0																																																								0	0									
244251																																																																																																																																																								0	0	0	0				0	0	0	643	3678		770		0			0	0	0	0	0	0																																																								0	5397									
245016	3466	0	0	0	0	0	132250	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132250	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	95	0	0	0	0	0	0	132250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																					0	0	15767	0	23633																																																																																										
245276																																																																																																																																																								1384	0	0	0	0	0	0	0	0	0	12882	191404	0	2798	317	22231	1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356907	0	0	0	0	0	0	0	0	0	
245351																																																																																																																																																								0	10750	0	0				0	0	0	0	0		209		15			0	0	0	0	0	0																																																								0	0									
245557																																																																																																																																																								0	0	0	0				0	0	0	19457	0		0		4099			0	0	0	0	0	1250																													21246																				0							0	0									
246022																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	60135	0	0	4862		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
246134																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	154	0	0	615		0		0	0	0	0	0	0	0	0	0	0	0	1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
246451																																																																																																																																																								0	0	0	0				0	0	0	2051	0		2492		0			0	0	0	0	0	0																													348																				0							0	0									
246657																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	5170	25510	0	763		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
246947																																																																																																																																																								0	0	0	0				0	0	0	105	0		5		0			0	0	0	0	0	0																																																								0	0									
246956																																																																																																																																																								0	4465	0	0				0	0	0	0	0		234		0			0	0	0	0	0	0																													14311																				0							0	0									
247140																																																																																																																																																								0	114289	0	0				0	0	0	40745	10912		0		5979			0	0	0	0	0	4176																													6400																				0							0	0									
247355																																																																																																																																																								503	194000	0	0				0	0	0	0	0		61		571			0	0	0	0	0	0																													3266																				0							0	0									
247476																																																																																																																																																								0	0	0	0				0	0	0	1506	0		0		0			0	0	0	0	0	0																													0																				275							0	0									
247551																																																																																																																																																								495	0	0	0				0	0	0	11944	0		0		0			0	0	0	0	0	0																																																								0	0									
247908																																																																																																																																																								0	0	0	0				0	0	0	165722	0		0		13865			0	0	0	0	0	0																																																								0	0									
248240																																																																																																																																																								0	5971	0	0	0	0	0	0	0	0	22031	11111	0	12743	0	3534	0	0	0	0	0	0	0	0	0	0	0	0	9250	0	0	0	0	0	0	0	0	0	0	0	10952	0	0	0	0	0	0	0	0	0	0	0	20202	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
248352																																																																																																																																																								0	0	0	0				0	0	0	0	0		471		0			0	0	0	0	0	0																																																								0	0									
248455																																																																																																																																																								0	1165	0	0				0	0	0	374	3819		0		0			0	0	0	0	0	0																																																								0	1333									
248633																																																																																																																																																								0	0	0	0				0	0	0	0	0		2090		0			0	0	0	0	0	0																																																								0	0									
248745																																																																																																																																																								0	0	0	0				0	0	0	24857	0		1173		0			0	0	0	0	0	0																													2552																				0							0	0									
249416																																																																																																																																																								0	0	0	0				0	0	0	2748	0		1084		0			0	0	0	0	0	0																																																								0	0									
249612																																																																																																																																																								0	0	0	0	0	0	5470662	0	0	0	8	0	0	909	0	0	0	138784	0	0	0	0	0	0	0	0	0	0	0	9640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5366879	136229	0	0	13857	1815	0	0	0	0	0	0	96657	9617	0	0	1270	412	0	0	103783	12195	2541800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249658																																																																																																																																																								0	0	0	0				0	0	0	65	0		0		0			0	0	0	0	0	0																																																								0	0									
250430																																																																																																																																																								0	0	0	0				0	0	0	2234	0		1472		0			0	0	0	0	0	0																																																								0	0									
250476																																																																																																																																																								0	0	0	0				0	0	0	67	0		0		0			0	0	0	0	0	0																																																								0	0									
250850																																																																																																																																																								0	0	0	0				0	0	0	0	0		65		0			0	0	0	0	0	0																																																								0	0									
251352																																																																																																																																																								0	0	0	0				0	0	0	779	1705		379		0			0	0	0	0	0	0																																																								0	0									
251558																																																																																																																																																								0	0	0	0				0	0	0	10532	5324		705		12			0	0	0	0	0	0																																																								0	0									
251745																																																																																																																																																								0	0	0	0				0	0	0	1857	3430		4331		0			0	0	0	0	0	0																																																								0	0									
251978																																																																																																																																																								332	24000	0	0				0	0	0	277	0		0		0			0	0	0	0	0	0																																																								0	0									
252041																																																																																																																																																								0	0	0	0				0	0	0	17281	0		0		0			0	0	0	0	0	0																													796																				0							0	0									
252452																																																																																																																																																								0	0	0	0				0	0	0	137	130		0		0			0	0	0	0	0	0																																																								0	0									
253356																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253468																																																																																																																																																								0	675000	0	0	0	0	1971368	0	0	0	18357	0	0	26730	26730	0	0	0	0	0	0	0	0	2464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1971368	0	0	0	0	0	0	0	0	0	0	0	143313	0	0	0	403	0	0	0	0	0	1971368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253646																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	1780	6135	0	741		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253730																																																																																																																																																								0	0	0	0				0	0	0	595	0		0		0			0	0	0	0	0	0																																																								0	0									
254317																																																																																																																																																								0	0	0	0				0	0	0	0	0		945		0			0	0	0	0	0	0																																																								0	0									
254504																																																																																																																																																								0	0	0	0				0	0	0	17958	0		0		580			37003	16502	15501	0	0	0																																																								0	0									
254849																																																																																																																																																								576	48	0	0				0	0	0	2308	0		0		47			0	0	0	0	0	0																																																								0	0									
255350																																																																																																																																																								0	0	0	0				0	0	0	1924	50		0		365			0	0	0	0	0	0																																																								0	0									
255547																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	1901	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255556																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		554			0	0	0	0	0	0																																																								0	1101									
255574																																																																																																																																																								0	0	0	0				0	0	0	100101	18310		306		0			0	0	0	0	0	0																													106725																				0							0	0									
255659																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	149917	32987	0	19719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7960	0	0	0	0	0	0	0	0	0	0	0	7960	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
256058																																																																																																																																																								0	0	0	0				0	0	0	0	2174		298		3473			0	0	0	0	0	0																																																								0	0									
256076																																																																																																																																																								0	4500	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0									
256179																																																																																																																																																								0	0	0	0				0	0	0	0	0		0		1105			0	0	0	0	0	0																																																								0	0									
256553																																																																																																																																																								0	0	0	0	0	0	0	0	0	0	27064	43315	0	27812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257233																																																																																																																																																								0	100000	0	0				0	0	0	12967	6640		17767		0			0	0	0	0	0	0																													150000																				0							0	10568									
