"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF589	RCFDF597	RCFDF601	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDHT87	RCFDHT88	RCFDHT89	RCFDHT91	RCFDHT92	RCFDHT93	RCFDJA36	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF585	RCONF589	RCONF597	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	RCONG547	RCONG548	RCONG549	RCONG550	RCONG551	RCONG552	RCONG553	
809070																																																																																																																																																																																																																																																	
809276																																																																																																																																																																																																																																																	
809379																																																																																																																																																																																																																																																	
809650																																																																																																																																																																																																																																																	
809771																																																																																																																																																																																																																																																	
810544																																																																																																																																																																																																																																																	
811046																																																																																																																																																																																																																																																	
811457																																																																																																																																																																																																																																																	
811541																																																																																																																																																																																																																																																	
811550																																																																																																																																																																																																																																																	
811747																																																																																																																																																																																																																																																	
812164																																																																																																																																																																																																																																																	
812379																																																																																																																																																																																																																																																	
812436																																																																																																																																																																																																																																																	
812557																																																																																																																																																																																																																																																	
812614																																																																																																																																																																																																																																																	
813059																																																																																																																																																																																																																																																	
813572																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	16836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16836	0	0	16836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
813853																																																																																																																																																																																																																																																	
814074																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	19283	0	0	19283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19283	0	0	19283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
814355																																																																																																																																																																																																																																																	
814430																																																																																																																																																												91802	59807	0	0	0	0	0	0				0	0	0	0	0	0		0	0		188485	0	0	188485	0	0	3731895	0	41850	0	41850	0	0	0	0	0	0	0	0	0	91802	0	0	0	0	0	0	4054032	0	41850	4012182	0	0	0	59807	0	0	0	0	0	0	59807	0	0	59807	0						188485			188485										
814458																																																																																																																																																																																																																																																	
814476																																																																																																																																																																																																																																																	
814551																																																																																																																																																																																																																																																	
814711																																																																																																																																																																																																																																																	
815053																																																																																																																																																																																																																																																	
815147																																																																																																																																																																																																																																																	
815156																																																																																																																																																																																																																																																	
815277																																																																																																																																																																																																																																																	
815754																																																																																																																																																																																																																																																	
815772																																																																																																																																																																																																																																																	
816256																																																																																																																																																																																																																																																	
816304																																																																																																																																																																																																																																																	
816603																																																																																																																																																												60358	60647	0	0	0	0	0	0				0	0	0	0	0	0		0	0		3014	41	0	3055	0	0	955482	0	26116	0	0	26116	0	0	0	0	0	0	3052	0	63410	0	0	0	0	0	0	1044970	3093	0	1048063	0	3052	0	63699	0	0	0	0	0	0	61239	3093	0	64332	0						3014	41		3055										
816751																																																																																																																																																																																																																																																	
817477																																																																																																																																																																																																																																																	
817824	2161398	5082353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5676736	190117	280409	1828859	0	16034041	34760056	863247	0	0	0	0	0	936576	0	0	838509	98067	1191074	0	0	489634	701440	10546555	0	12706903	1050	525707	0	469825	55882	0	62148835	10736672	16784275	50679843	5421389	0	0	0	0	0	5978034	0	11057289	3098	371502	0	371502	0	0	32058	0	0	23168	8890	0	0	0	0	0	9321295	6176440	378130	14852092	267513	3739237	0	0	0	3739237	1613197	190117	4929	1787862	10523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3759784	198406	6628	3771635	179927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3757585	3835382	198406	6628	3771635	255525	1832795	295021	0	2052402	288684	0	51657344																																																																																						
818401																																																																																																																																																																																																																																																	
818540																																																																																																																																																																																																																																																	
818559																																																																																																																																																																																																																																																	
818652																																																																																																																																																																																																																																																	
819154																																																																																																																																																																																																																																																	
819172																																																																																																																																																																																																																																																	
819453																																																																																																																																																																																																																																																	
819556																																																																																																																																																																																																																																																	
819855																																																																																																																																																																																																																																																	
820048																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		1172	0	0	1172	0	0	345347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346519	0	0	346519	0	0	0	0	0	0	0	0	0	0	125	0	0	125	0						1018			1018										
820301																																																																																																																																																																																																																																																	
820477																																																																																																																																																																																																																																																	
820842																																																																																																																																																																																																																																																	
820879																																																																																																																																																																																																																																																	
821036																																																																																																																																																																																																																																																	
821157																																																																																																																																																																																																																																																	
821559																																																																																																																																																																																																																																																	
821643																																																																																																																																																																																																																																																	
822042																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		473	0	0	473	0	0	158563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159036	0	0	159036	0	0	0	0	0	0	0	0	0	0	473	0	0	473	0						473			473										
822051																																																																																																																																																																																																																																																	
822275																																																																																																																																																																																																																																																	
822556																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		136574	0	136574	0	0	823293	0	0	15078	0	15078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974945	0	974945	0	0	0	0	0	0	0	0	0	0	0	67366	0	67366	0	0											115461		115461						
822631																																																																																																																																																																																																																																																	
823076																																																																																																																																																																																																																																																	
823133																																																																																																																																																																																																																																																	
823142																																																																																																																																																																																																																																																	
823450																																																																																																																																																																																																																																																	
823478																																																																																																																																																																																																																																																	
823553																																																																																																																																																																																																																																																	
823638																																																																																																																																																																																																																																																	
823656																																																																																																																																																																																																																																																	
824242																																																																																																																																																																																																																																																	
824653																																																																																																																																																																																																																																																	
824671																																																																																																																																																																																																																																																	
824738																																																																																																																																																																																																																																																	
825146																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		3191	0	0	3191	0	0	1482562	8831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1494584	0	0	1485753	8831	0	0	0	0	0	0	0	0	0	2412	0	0	2412	0						3191			3191										
825454																																																																																																																																																																																																																																																	
825548																																																																																																																																																																																																																																																	
825753																																																																																																																																																																																																																																																	
825847																																																																																																																																																																																																																																																	
825940																																																																																																																																																																																																																																																	
826451																																																																																																																																																																																																																																																	
826648																																																																																																																																																																																																																																																	
826956																																																																																																																																																												48	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		2667	0	0	0	0	24458	971915	102579	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	1101667	0	24458	971915	105294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2667				2667														
827355																																																																																																																																																																																																																																																	
827458																																																																																																																																																																																																																																																	
827560	0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		91	0	91	0	0	0	94370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19834	0	19834	0	0	114295	0	19925	94370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12	91		91																																																					0	12	0	0	0	12	0	0	0	0	0	0	94370																																																																																						
828110																																																																																																																																																																																																																																																	
828174																																																																																																																																																																																																																																																	
828473																																																																																																																																																																																																																																																	
828651																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	71330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71330	0	0	71330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
829032																																																																																																																																																																																																																																																	
829041																																																																																																																																																																																																																																																	
829050																																																																																																																																																																																																																																																	
830113																																																																																																																																																																																																																																																	
830252																																																																																																																																																																																																																																																	
830355																																																																																																																																																																																																																																																	
830542																																																																																																																																																																																																																																																	
830645																																																																																																																																																																																																																																																	
830748																																																																																																																																																																																																																																																	
831008																																																																																																																																																																																																																																																	
831576																																																																																																																																																																																																																																																	
831642																																																																																																																																																																																																																																																	
831875																																																																																																																																																																																																																																																	
831941																																																																																																																																																																																																																																																	
832528																																																																																																																																																																																																																																																	
832546																																																																																																																																																																																																																																																	
833404																																																																																																																																																																																																																																																	
833749																																																																																																																																																																																																																																																	
833851																																																																																																																																																																																																																																																	
834175																																																																																																																																																																																																																																																	
835079																																																																																																																																																																																																																																																	
835257																																																																																																																																																																																																																																																	
835378																																																																																																																																																																																																																																																	
835444																																																																																																																																																																																																																																																	
835613																																																																																																																																																																																																																																																	
835659																																																																																																																																																																																																																																																	
835743																																																																																																																																																																																																																																																	
835770																																																																																																																																																																																																																																																	
836656																																																																																																																																																																																																																																																	
836843																																																																																																																																																												23702	23563	0	0	0	0	0	0				0	0	0	0	0	0		0	0		18833	0	0	2756	0	0	773203	0	0	0	0	0	0	0	0	0	0	0	0	0	23702	0	0	0	0	0	0	815738	0	0	799661	16077	0	0	23563	0	0	0	0	0	0	24002	0	0	24002	0	13094				13094														
837000																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		3770	0	0	3770	0	0	657817	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661759	0	0	661587	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3770			3770										
837046																																																																																																																																																																																																																																																	
837149																																																																																																																																																																																																																																																	
837158																																																																																																																																																																																																																																																	
837354																																																																																																																																																																																																																																																	
837448																																																																																																																																																																																																																																																	
837541																																																																																																																																																																																																																																																	
837608																																																																																																																																																																																																																																																	
837653																																																																																																																																																																																																																																																	
837840																																																																																																																																																																																																																																																	
837952																																																																																																																																																																																																																																																	
837970																																																																																																																																																																																																																																																	
838155																																																																																																																																																																																																																																																	
839068																																																																																																																																																																																																																																																	
839246																																																																																																																																																																																																																																																	
839255																																																																																																																																																																																																																																																	
839572																																																																																																																																																																																																																																																	
839817																																																																																																																																																																																																																																																	
839974																																																																																																																																																																																																																																																	
840019																																																																																																																																																																																																																																																	
840251																																																																																																																																																																																																																																																	
840354																																																																																																																																																																																																																																																	
840363																																																																																																																																																																																																																																																	
840747																																																																																																																																																																																																																																																	
841472																																																																																																																																																																																																																																																	
841753																																																																																																																																																																																																																																																	
841838																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		63	0	63	0	0	209619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209682	0	209682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63		63																
842376																																																																																																																																																																																																																																																	
842460																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	993791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	993791	0	0	993791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
842853																																																																																																																																																																																																																																																	
843476																																																																																																																																																																																																																																																	
843953																																																																																																																																																																																																																																																	
844053																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	262793	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262804	0	0	262793	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
844138																																																																																																																																																																																																																																																	
844455																																																																																																																																																																																																																																																	
844567																																																																																																																																																																																																																																																	
845247																																																																																																																																																																																																																																																	
845573																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		9383	0	0	9383	0	111	354568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364062	0	111	363951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						9383			9383										
846132																																																																																																																																																																																																																																																	
846945																																																																																																																																																																																																																																																	
847157																																																																																																																																																																																																																																																	
847979																																																																																																																																																																																																																																																	
848248																																																																																																																																																																																																																																																	
848453																																																																																																																																																																																																																																																	
849076																																																																																																																																																																																																																																																	
849348																																																																																																																																																																																																																																																	
849357																																																																																																																																																																																																																																																	
849432																																																																																																																																																																																																																																																	
850036																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		133237	0	0	120258	0	0	3739430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3872667	0	0	3859688	12979	0	0	0	0	0	0	0	0	0	2621	0	0	2621	0	12978				12978	120258			120258										
850054																																																																																																																																																																																																																																																	
850456																																																																																																																																																																																																																																																	
851060																																																																																																																																																																																																																																																	
851172																																																																																																																																																																																																																																																	
